,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
5352,0.4398688793182373,0.10211219239739304,0.14302687644958495,0.04625272499022879,False,40,0.15,1,12,110,"{'bootstrap': False, 'max_depth': 40, 'max_features': 0.15, 'min_samples_leaf': 1, 'min_samples_split': 12, 'n_estimators': 110}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5353,0.7502569675445556,0.10610347878728561,0.1705164432525635,0.04472055351518153,False,40,0.15,1,12,148,"{'bootstrap': False, 'max_depth': 40, 'max_features': 0.15, 'min_samples_leaf': 1, 'min_samples_split': 12, 'n_estimators': 148}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5354,1.0959251880645753,0.07456559133798972,0.1168783187866211,0.00543336053470056,False,40,0.15,1,12,200,"{'bootstrap': False, 'max_depth': 40, 'max_features': 0.15, 'min_samples_leaf': 1, 'min_samples_split': 12, 'n_estimators': 200}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5355,0.13488402366638183,0.019975634281383298,0.11470675468444824,0.01615781484773158,False,40,0.15,2,2,10,"{'bootstrap': False, 'max_depth': 40, 'max_features': 0.15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10}",1.0,0.9875,0.9625,0.9620253164556962,1.0,0.9824050632911392,0.017068494962040073,5324,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5356,0.12287969589233398,0.0061223315273154135,0.10364246368408203,0.0019328107806567735,False,40,0.15,2,2,25,"{'bootstrap': False, 'max_depth': 40, 'max_features': 0.15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 25}",1.0,1.0,0.975,0.9873417721518988,1.0,0.9924683544303796,0.010016010256809293,4694,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5357,0.14114418029785156,0.010542122360210576,0.11089191436767579,0.016773182185912658,False,40,0.15,2,2,45,"{'bootstrap': False, 'max_depth': 40, 'max_features': 0.15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 45}",1.0,1.0,0.9875,1.0,1.0,0.9974999999999999,0.004999999999999982,3869,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5358,0.2917543888092041,0.08788958590129922,0.10686187744140625,0.005680034467826317,False,40,0.15,2,2,60,"{'bootstrap': False, 'max_depth': 40, 'max_features': 0.15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 60}",1.0,1.0,0.9875,1.0,1.0,0.9974999999999999,0.004999999999999982,3869,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5359,0.4597897529602051,0.08137988004996972,0.11867814064025879,0.008530374579246346,False,40,0.15,2,2,110,"{'bootstrap': False, 'max_depth': 40, 'max_features': 0.15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 110}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5360,0.8025303840637207,0.12417209222200784,0.11989235877990723,0.007050329101714239,False,40,0.15,2,2,148,"{'bootstrap': False, 'max_depth': 40, 'max_features': 0.15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 148}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5361,1.0769696712493897,0.14673075549583023,0.15649790763854982,0.05740069808822721,False,40,0.15,2,2,200,"{'bootstrap': False, 'max_depth': 40, 'max_features': 0.15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5362,0.13416094779968263,0.018339770241861158,0.11129922866821289,0.014879418562306061,False,40,0.15,2,3,10,"{'bootstrap': False, 'max_depth': 40, 'max_features': 0.15, 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 10}",1.0,0.9875,0.9625,0.9620253164556962,1.0,0.9824050632911392,0.017068494962040073,5324,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5363,0.1303096294403076,0.022125637845532068,0.10649375915527344,0.008474991597242507,False,40,0.15,2,3,25,"{'bootstrap': False, 'max_depth': 40, 'max_features': 0.15, 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 25}",1.0,1.0,0.975,0.9873417721518988,1.0,0.9924683544303796,0.010016010256809293,4694,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5364,0.16178741455078124,0.05963608914451364,0.10707855224609375,0.008631964408773942,False,40,0.15,2,3,45,"{'bootstrap': False, 'max_depth': 40, 'max_features': 0.15, 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 45}",1.0,1.0,0.9875,1.0,1.0,0.9974999999999999,0.004999999999999982,3869,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5365,0.24167261123657227,0.05734787539052235,0.11660103797912598,0.008657101230546074,False,40,0.15,2,3,60,"{'bootstrap': False, 'max_depth': 40, 'max_features': 0.15, 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 60}",1.0,1.0,0.9875,1.0,1.0,0.9974999999999999,0.004999999999999982,3869,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5366,0.4253361701965332,0.08694152335654512,0.12042503356933594,0.00442997888099599,False,40,0.15,2,3,110,"{'bootstrap': False, 'max_depth': 40, 'max_features': 0.15, 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 110}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5367,0.8183056354522705,0.055556307374637195,0.13413681983947753,0.016249430969025657,False,40,0.15,2,3,148,"{'bootstrap': False, 'max_depth': 40, 'max_features': 0.15, 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 148}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5368,1.064088773727417,0.09625615666251708,0.14345622062683105,0.05229633770645638,False,40,0.15,2,3,200,"{'bootstrap': False, 'max_depth': 40, 'max_features': 0.15, 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 200}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5369,0.12080488204956055,0.013926212543227042,0.11296534538269043,0.012976398937518577,False,40,0.15,2,5,10,"{'bootstrap': False, 'max_depth': 40, 'max_features': 0.15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10}",1.0,0.9875,0.9875,0.9873417721518988,1.0,0.9924683544303796,0.006149834263173978,4694,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5370,0.12215948104858398,0.008584818270999295,0.10255279541015624,0.0005645837452924118,False,40,0.15,2,5,25,"{'bootstrap': False, 'max_depth': 40, 'max_features': 0.15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 25}",0.9875,1.0,0.9875,0.9873417721518988,1.0,0.9924683544303796,0.006149834263173978,4694,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5371,0.14340481758117676,0.019050830376012205,0.10617156028747558,0.007430876833342015,False,40,0.15,2,5,45,"{'bootstrap': False, 'max_depth': 40, 'max_features': 0.15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 45}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5372,0.20558223724365235,0.06481421362591785,0.12146801948547363,0.008671145404481322,False,40,0.15,2,5,60,"{'bootstrap': False, 'max_depth': 40, 'max_features': 0.15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 60}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5373,0.47198023796081545,0.10902167500337286,0.12041659355163574,0.009598089060638953,False,40,0.15,2,5,110,"{'bootstrap': False, 'max_depth': 40, 'max_features': 0.15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 110}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5374,0.7354122161865234,0.06576732776521367,0.12928414344787598,0.009857299995799028,False,40,0.15,2,5,148,"{'bootstrap': False, 'max_depth': 40, 'max_features': 0.15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 148}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
