,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.014467859268188476,0.0016288982103369175,0.0035123348236083983,0.0006976667899528482,0.1,1,rbf,"{'C': 0.1, 'gamma': 1, 'kernel': 'rbf'}",0.5625,0.5625,0.575,0.569620253164557,0.569620253164557,0.5678481012658227,0.004788216254667079,64,0.5691823899371069,0.5691823899371069,0.5660377358490566,0.567398119122257,0.567398119122257,0.5678397507935568,0.0012035526300065225
1,0.014211893081665039,0.0012894651821190116,0.0026517868041992187,0.00013890566791517324,0.1,0.5,rbf,"{'C': 0.1, 'gamma': 0.5, 'kernel': 'rbf'}",0.5625,0.5625,0.575,0.569620253164557,0.569620253164557,0.5678481012658227,0.004788216254667079,64,0.5691823899371069,0.5691823899371069,0.5660377358490566,0.567398119122257,0.567398119122257,0.5678397507935568,0.0012035526300065225
2,0.011913299560546875,0.0010434709148212443,0.002779579162597656,0.00028263299662964914,0.1,0.1,rbf,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}",0.5625,0.5625,0.575,0.569620253164557,0.569620253164557,0.5678481012658227,0.004788216254667079,64,0.5691823899371069,0.5691823899371069,0.5660377358490566,0.567398119122257,0.567398119122257,0.5678397507935568,0.0012035526300065225
3,0.011605596542358399,0.0009010954495220632,0.002452230453491211,0.0001705964887626,0.1,0.01,rbf,"{'C': 0.1, 'gamma': 0.01, 'kernel': 'rbf'}",0.5625,0.5625,0.575,0.5569620253164557,0.569620253164557,0.5653164556962025,0.006292138829994179,81,0.5691823899371069,0.5691823899371069,0.5660377358490566,0.6050156739811913,0.567398119122257,0.5753632617653437,0.014873337448419498
4,0.011864948272705077,0.0011735487282529234,0.0034825801849365234,0.0011434386528911273,0.1,0.05,rbf,"{'C': 0.1, 'gamma': 0.05, 'kernel': 'rbf'}",0.5625,0.5625,0.575,0.569620253164557,0.569620253164557,0.5678481012658227,0.004788216254667079,64,0.5691823899371069,0.5691823899371069,0.5660377358490566,0.567398119122257,0.567398119122257,0.5678397507935568,0.0012035526300065225
5,0.011706209182739258,0.0018583452029205755,0.0026968955993652345,0.0003283599347358329,0.1,0.001,rbf,"{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}",0.5625,0.5625,0.575,0.569620253164557,0.569620253164557,0.5678481012658227,0.004788216254667079,64,0.5691823899371069,0.5691823899371069,0.5660377358490566,0.567398119122257,0.567398119122257,0.5678397507935568,0.0012035526300065225
6,0.01166086196899414,0.0014852476729209038,0.002697658538818359,0.00025932737009169026,0.1,0.005,rbf,"{'C': 0.1, 'gamma': 0.005, 'kernel': 'rbf'}",0.575,0.5625,0.575,0.5569620253164557,0.569620253164557,0.5678164556962024,0.007106949597042867,80,0.5817610062893082,0.5691823899371069,0.5660377358490566,0.6081504702194357,0.567398119122257,0.5785059442834328,0.0158440021058799
7,0.01262364387512207,0.0015134666621856383,0.00236659049987793,0.0002429468896078455,0.1,0.0001,rbf,"{'C': 0.1, 'gamma': 0.0001, 'kernel': 'rbf'}",0.5625,0.5625,0.575,0.569620253164557,0.569620253164557,0.5678481012658227,0.004788216254667079,64,0.5691823899371069,0.5691823899371069,0.5660377358490566,0.567398119122257,0.567398119122257,0.5678397507935568,0.0012035526300065225
8,0.014351749420166015,0.0019226780390732268,0.002470254898071289,0.00025959169925504237,0.1,0.0005,rbf,"{'C': 0.1, 'gamma': 0.0005, 'kernel': 'rbf'}",0.5625,0.5625,0.575,0.569620253164557,0.569620253164557,0.5678481012658227,0.004788216254667079,64,0.5691823899371069,0.5691823899371069,0.5660377358490566,0.567398119122257,0.567398119122257,0.5678397507935568,0.0012035526300065225
9,0.015818452835083006,0.0018061487139942912,0.00288538932800293,0.0002551938473605489,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.5625,0.5625,0.575,0.569620253164557,0.569620253164557,0.5678481012658227,0.004788216254667079,64,1.0,1.0,1.0,1.0,1.0,1.0,0.0
